timestamp,h_raw,h5S_count,h5S_mean,h5S_variance,h5S_std,s_raw,s5S_count,s5S_mean,s5S_variance,s5S_std
1970-01-01 00:00:05.055479,,12.0,-57.75,1.69,1.3,-83.0,11.0,-73.54,1.78,1.34
1970-01-01 00:00:05.135989,-54.0,12.0,-57.67,1.71,1.31,,11.0,-73.54,1.49,1.22
1970-01-01 00:00:05.215511,,12.0,-57.67,1.71,1.31,-77.0,11.0,-73.61,1.48,1.22
1970-01-01 00:00:05.296151,,12.0,-57.67,1.7,1.3,-74.0,12.0,-73.6,1.47,1.21
1970-01-01 00:00:05.396533,,12.0,-57.67,1.7,1.3,-77.0,13.0,-73.71,1.46,1.21
1970-01-01 00:00:05.486544,,12.0,-57.67,1.71,1.31,-82.0,13.0,-73.95,1.46,1.21
1970-01-01 00:00:05.578128,-55.0,13.0,-57.46,1.73,1.32,,12.0,-74.13,1.49,1.22
1970-01-01 00:00:05.667007,,12.0,-57.58,1.72,1.31,-79.0,12.0,-74.24,1.53,1.24
1970-01-01 00:00:05.747223,,12.0,-57.58,1.69,1.3,-77.0,11.0,-74.46,1.56,1.25
1970-01-01 00:00:05.827960,-56.0,13.0,-57.46,1.69,1.3,,11.0,-74.55,1.6,1.26
1970-01-01 00:00:05.908607,,13.0,-57.46,1.68,1.3,-76.0,12.0,-74.68,1.63,1.28
1970-01-01 00:00:05.988846,-55.0,14.0,-57.29,1.68,1.3,,12.0,-74.74,1.66,1.29
1970-01-01 00:00:06.078542,,13.0,-57.15,1.72,1.31,-77.0,13.0,-74.82,1.69,1.3
1970-01-01 00:00:06.159014,,13.0,-57.15,1.76,1.33,-76.0,12.0,-75.42,1.6,1.27
1970-01-01 00:00:06.249271,,13.0,-57.15,1.79,1.34,-76.0,13.0,-75.71,1.47,1.21
1970-01-01 00:00:06.349827,,13.0,-57.15,1.83,1.35,-62.0,13.0,-75.54,1.3,1.14
1970-01-01 00:00:06.460032,,12.0,-56.0,1.93,1.39,-78.0,14.0,-75.4,0.89,0.94
1970-01-01 00:00:06.550342,,12.0,-56.0,2.02,1.42,-61.0,14.0,-75.05,0.75,0.86
1970-01-01 00:00:06.636042,,12.0,-56.0,2.09,1.45,-58.0,13.0,-74.53,0.7,0.84
1970-01-01 00:00:06.719671,-52.0,12.0,-54.67,2.19,1.48,,13.0,-74.53,0.65,0.81
1970-01-01 00:00:06.811113,,12.0,-54.67,2.24,1.5,-67.0,14.0,-74.22,0.6,0.77
1970-01-01 00:00:06.901690,,12.0,-54.67,2.03,1.42,-64.0,13.0,-73.69,0.52,0.72
1970-01-01 00:00:06.991744,,11.0,-54.64,2.11,1.45,-65.0,14.0,-73.37,0.49,0.7
1970-01-01 00:00:07.081953,,11.0,-54.64,2.17,1.47,-64.0,14.0,-73.1,0.49,0.7
1970-01-01 00:00:07.172466,,11.0,-54.64,2.33,1.53,-81.0,15.0,-73.36,0.48,0.69
1970-01-01 00:00:07.262453,-56.0,12.0,-54.75,2.46,1.57,,15.0,-73.36,0.48,0.69
1970-01-01 00:00:07.352624,-57.0,13.0,-54.92,2.56,1.6,,15.0,-73.36,0.47,0.69
1970-01-01 00:00:07.442989,-58.0,14.0,-55.14,2.63,1.62,,15.0,-73.36,0.47,0.68
1970-01-01 00:00:07.553219,,14.0,-55.14,2.69,1.64,-77.0,15.0,-73.44,0.46,0.68
1970-01-01 00:00:07.643014,,14.0,-55.14,2.75,1.66,-78.0,15.0,-73.54,0.46,0.68
1970-01-01 00:00:07.734101,,14.0,-55.14,2.8,1.67,-79.0,16.0,-73.7,0.45,0.67
1970-01-01 00:00:07.824533,,14.0,-55.14,2.84,1.69,-81.0,17.0,-73.9,0.44,0.66
1970-01-01 00:00:07.925213,,14.0,-55.14,2.88,1.7,-70.0,18.0,-73.78,0.43,0.66
1970-01-01 00:00:08.015548,,14.0,-55.14,2.92,1.71,-55.0,18.0,-73.42,0.43,0.65
1970-01-01 00:00:08.105583,,14.0,-55.14,2.95,1.72,-62.0,18.0,-73.23,0.43,0.65
1970-01-01 00:00:08.195353,-56.0,15.0,-55.2,2.97,1.72,,18.0,-73.23,0.43,0.65
1970-01-01 00:00:08.283036,-80.0,16.0,-56.75,2.77,1.66,,17.0,-73.21,0.42,0.65
1970-01-01 00:00:08.375222,,15.0,-57.0,2.66,1.63,-59.0,17.0,-72.98,0.42,0.65
1970-01-01 00:00:08.465619,,15.0,-57.0,2.54,1.59,-76.0,18.0,-72.83,0.43,0.66
1970-01-01 00:00:08.577110,,14.0,-57.21,2.44,1.56,-80.0,19.0,-72.89,0.45,0.67
1970-01-01 00:00:08.687217,,13.0,-56.85,2.3,1.52,-81.0,19.0,-73.1,0.46,0.68
1970-01-01 00:00:08.797556,-55.0,13.0,-56.62,2.14,1.46,,19.0,-73.02,0.47,0.69
1970-01-01 00:00:08.908192,,13.0,-56.62,2.03,1.43,-73.0,20.0,-72.78,0.49,0.7
1970-01-01 00:00:09.016908,,12.0,-56.92,1.89,1.37,-77.0,21.0,-72.81,0.52,0.72
1970-01-01 00:00:09.118504,,12.0,-56.92,1.81,1.35,-78.0,22.0,-72.96,0.53,0.73
1970-01-01 00:00:09.226204,-54.0,13.0,-56.69,1.69,1.3,,21.0,-73.0,0.54,0.73
1970-01-01 00:00:09.328803,,13.0,-56.69,1.6,1.27,-82.0,20.0,-72.98,0.55,0.74
1970-01-01 00:00:09.429579,,13.0,-56.69,1.52,1.23,-83.0,19.0,-73.0,0.56,0.75
1970-01-01 00:00:09.529403,,13.0,-56.69,1.36,1.17,-76.0,19.0,-73.1,0.58,0.76
1970-01-01 00:00:09.640329,-55.0,13.0,-57.15,1.32,1.15,,19.0,-73.1,0.59,0.77
1970-01-01 00:00:09.755373,-53.0,14.0,-56.86,1.26,1.12,,17.0,-73.15,0.6,0.78
1970-01-01 00:00:09.870713,,14.0,-56.86,1.24,1.11,-69.0,17.0,-73.0,0.6,0.78
1970-01-01 00:00:09.971206,,14.0,-56.86,1.17,1.08,-73.0,15.0,-72.77,0.63,0.79
1970-01-01 00:00:10.081297,-50.0,15.0,-56.4,1.13,1.06,,14.0,-72.31,0.66,0.81
1970-01-01 00:00:10.191845,,14.0,-56.57,1.1,1.05,-75.0,14.0,-72.29,0.7,0.84
1970-01-01 00:00:10.301957,-49.0,15.0,-56.07,1.05,1.02,,13.0,-72.02,0.77,0.87
1970-01-01 00:00:10.412033,,15.0,-56.07,1.01,1.0,-58.0,14.0,-71.61,0.84,0.92
1970-01-01 00:00:10.522484,,15.0,-56.07,0.97,0.98,-61.0,14.0,-70.86,0.98,0.99
1970-01-01 00:00:10.632822,,14.0,-56.14,0.94,0.97,-70.0,14.0,-70.75,1.12,1.06
1970-01-01 00:00:10.763221,,14.0,-56.14,0.87,0.93,-73.0,13.0,-70.1,1.33,1.15
1970-01-01 00:00:10.872977,,13.0,-56.15,0.84,0.92,-64.0,14.0,-70.08,1.51,1.23
1970-01-01 00:00:10.983466,,13.0,-56.15,0.8,0.89,-75.0,15.0,-70.4,1.63,1.28
1970-01-01 00:00:11.093724,,12.0,-56.25,0.76,0.87,-76.0,16.0,-70.68,1.68,1.29
1970-01-01 00:00:11.214290,-52.0,13.0,-55.92,0.74,0.86,,15.0,-70.36,1.71,1.31
1970-01-01 00:00:11.324383,,13.0,-55.92,0.71,0.84,-92.0,15.0,-70.72,1.65,1.28
1970-01-01 00:00:11.432117,,13.0,-55.92,0.68,0.83,-86.0,14.0,-71.07,1.56,1.25
1970-01-01 00:00:11.544760,,13.0,-55.92,0.68,0.83,-82.0,14.0,-71.16,1.47,1.21
1970-01-01 00:00:11.665054,-53.0,14.0,-55.71,0.7,0.83,,12.0,-71.68,1.33,1.15
1970-01-01 00:00:11.795858,,13.0,-56.0,0.66,0.81,-69.0,12.0,-71.52,1.27,1.13
1970-01-01 00:00:11.905880,,13.0,-56.0,0.6,0.77,-62.0,13.0,-71.82,1.21,1.1
1970-01-01 00:00:12.031291,,13.0,-56.0,0.56,0.75,-59.0,14.0,-71.84,1.2,1.1
1970-01-01 00:00:12.146521,,13.0,-56.0,0.51,0.72,-67.0,14.0,-71.95,1.2,1.09
1970-01-01 00:00:12.257410,,13.0,-56.0,0.47,0.68,-79.0,14.0,-71.9,1.18,1.09
1970-01-01 00:00:12.377186,-55.0,12.0,-55.83,0.41,0.64,,14.0,-71.9,1.17,1.08
1970-01-01 00:00:12.497262,,11.0,-55.64,0.39,0.62,-73.0,14.0,-71.8,1.15,1.07
1970-01-01 00:00:12.618354,,11.0,-55.64,0.37,0.61,-69.0,14.0,-71.51,1.13,1.06
1970-01-01 00:00:12.738412,,11.0,-55.64,0.34,0.58,-71.0,14.0,-71.22,1.09,1.04
1970-01-01 00:00:12.853388,,11.0,-55.64,0.32,0.56,-88.0,14.0,-71.39,1.04,1.02
1970-01-01 00:00:12.981339,,11.0,-55.64,0.3,0.55,-89.0,14.0,-71.84,0.97,0.99
1970-01-01 00:00:13.108896,,11.0,-55.64,0.26,0.51,-74.0,12.0,-72.29,0.92,0.96
1970-01-01 00:00:13.227837,,10.0,-55.6,0.24,0.49,-74.0,13.0,-72.59,0.9,0.95
1970-01-01 00:00:13.347509,,9.0,-52.89,0.49,0.7,-75.0,14.0,-72.88,0.88,0.94
1970-01-01 00:00:13.466539,,9.0,-52.89,0.72,0.85,-70.0,14.0,-73.33,0.9,0.95
1970-01-01 00:00:13.589874,,9.0,-52.89,0.92,0.96,-71.0,15.0,-73.39,0.93,0.96
1970-01-01 00:00:13.709892,,9.0,-52.89,1.11,1.06,-78.0,16.0,-73.63,0.96,0.98
1970-01-01 00:00:13.830738,,8.0,-52.62,1.34,1.16,-76.0,17.0,-73.83,1.02,1.01
1970-01-01 00:00:13.982434,,8.0,-52.62,1.56,1.25,-95.0,18.0,-74.69,1.17,1.08
1970-01-01 00:00:14.121438,-51.0,9.0,-52.44,1.77,1.33,,16.0,-74.76,1.33,1.16
1970-01-01 00:00:14.240844,,8.0,-52.25,1.99,1.41,-75.0,17.0,-74.66,1.47,1.21
1970-01-01 00:00:14.361104,,8.0,-52.25,2.2,1.48,-78.0,16.0,-74.74,1.61,1.27
1970-01-01 00:00:14.530504,,8.0,-52.25,2.39,1.55,-78.0,15.0,-74.64,1.76,1.33
1970-01-01 00:00:14.590156,-55.0,9.0,-52.56,2.5,1.58,,15.0,-74.64,1.86,1.36
1970-01-01 00:00:14.650684,,8.0,-52.25,2.6,1.61,-77.0,16.0,-74.61,1.97,1.4
1970-01-01 00:00:14.710532,-57.0,9.0,-52.78,2.66,1.63,,16.0,-74.61,2.05,1.43
1970-01-01 00:00:15.850910,,6.0,-53.83,2.61,1.62,-75.0,13.0,-76.13,2.61,1.62
1970-01-01 00:00:15.921934,,6.0,-53.83,2.56,1.6,-78.0,14.0,-76.35,2.81,1.68
1970-01-01 00:00:15.979322,,6.0,-53.83,2.5,1.58,-81.0,14.0,-76.6,3.14,1.77
1970-01-01 00:00:16.038386,-55.0,7.0,-54.0,2.42,1.56,,14.0,-76.56,3.33,1.82
1970-01-01 00:00:16.088603,,7.0,-54.0,2.36,1.54,-76.0,14.0,-76.63,3.59,1.89
1970-01-01 00:00:16.141894,,7.0,-54.0,2.27,1.51,-75.0,14.0,-76.6,3.73,1.93
1970-01-01 00:00:16.193252,,7.0,-54.0,2.21,1.49,-72.0,14.0,-76.56,3.91,1.98
1970-01-01 00:00:16.253110,-58.0,7.0,-54.86,2.15,1.47,,14.0,-76.56,3.91,1.98
1970-01-01 00:00:16.313491,,7.0,-54.86,2.1,1.45,-79.0,14.0,-76.71,4.06,2.02
1970-01-01 00:00:16.373740,,7.0,-54.86,2.04,1.43,-74.0,14.0,-76.07,3.98,1.99
1970-01-01 00:00:16.434339,,7.0,-54.86,1.98,1.41,-61.0,13.0,-75.44,3.85,1.96
1970-01-01 00:00:16.494221,-54.0,8.0,-54.75,1.94,1.39,,13.0,-75.44,3.81,1.95
1970-01-01 00:00:16.554770,,8.0,-54.75,1.87,1.37,-56.0,12.0,-74.84,3.63,1.91
1970-01-01 00:00:16.616235,,8.0,-54.75,1.83,1.35,-58.0,12.0,-74.5,3.55,1.88
1970-01-01 00:00:16.675516,-56.0,8.0,-55.12,1.8,1.34,,12.0,-74.5,3.41,1.85
1970-01-01 00:00:16.735822,,8.0,-55.12,1.77,1.33,-71.0,12.0,-74.48,3.33,1.83
1970-01-01 00:00:16.795643,,8.0,-55.12,1.75,1.32,-70.0,12.0,-74.45,3.26,1.8
1970-01-01 00:00:16.856117,,8.0,-55.12,1.69,1.3,-59.0,11.0,-74.57,3.1,1.76
1970-01-01 00:00:16.916166,-55.0,9.0,-55.11,1.64,1.28,,11.0,-74.76,2.97,1.72
1970-01-01 00:00:16.997304,,9.0,-55.11,1.62,1.27,-60.0,11.0,-74.53,2.9,1.7
1970-01-01 00:00:17.067262,,9.0,-55.11,1.56,1.25,-58.0,11.0,-74.5,2.76,1.66
1970-01-01 00:00:17.147641,,9.0,-55.11,1.51,1.23,-79.0,12.0,-74.62,2.63,1.62
1970-01-01 00:00:17.203800,-58.0,10.0,-55.4,1.51,1.23,,12.0,-74.62,2.57,1.6
1970-01-01 00:00:17.267880,,10.0,-55.4,1.47,1.21,-78.0,12.0,-74.59,2.43,1.56
1970-01-01 00:00:17.328102,-59.0,11.0,-55.73,1.48,1.22,,12.0,-74.59,2.38,1.54
1970-01-01 00:00:17.388680,,10.0,-55.8,1.48,1.22,-67.0,12.0,-74.5,2.23,1.49
1970-01-01 00:00:17.448823,-80.0,11.0,-58.0,1.74,1.32,,12.0,-74.5,2.18,1.48
1970-01-01 00:00:17.509346,,11.0,-58.0,1.99,1.41,-72.0,12.0,-74.46,2.02,1.42
1970-01-01 00:00:17.579474,,11.0,-58.0,2.21,1.49,-87.0,13.0,-74.8,1.98,1.41
1970-01-01 00:00:17.649475,-58.0,12.0,-58.0,2.44,1.56,,13.0,-74.84,1.78,1.33
1970-01-01 00:00:17.730297,-57.0,13.0,-57.92,2.63,1.62,,13.0,-74.84,1.74,1.32
1970-01-01 00:00:17.810446,,13.0,-57.92,2.83,1.68,-80.0,14.0,-74.88,1.5,1.22
1970-01-01 00:00:17.891362,,13.0,-57.92,3.03,1.74,-76.0,14.0,-74.46,1.27,1.13
1970-01-01 00:00:17.970713,-55.0,14.0,-57.71,3.15,1.77,,14.0,-74.46,1.24,1.11
1970-01-01 00:00:18.061619,,14.0,-57.71,3.31,1.82,-74.0,14.0,-73.92,1.08,1.04
1970-01-01 00:00:18.131436,,14.0,-57.71,3.46,1.86,-78.0,13.0,-74.18,0.96,0.98
1970-01-01 00:00:18.211991,,14.0,-57.71,3.55,1.88,-76.0,13.0,-74.28,0.95,0.97
1970-01-01 00:00:18.291849,-59.0,15.0,-57.8,3.71,1.93,,13.0,-74.22,0.85,0.92
1970-01-01 00:00:18.360716,-60.0,16.0,-57.94,3.79,1.95,,13.0,-74.15,0.78,0.88
1970-01-01 00:00:18.442782,,16.0,-57.94,3.88,1.97,-74.0,13.0,-74.21,0.78,0.88
1970-01-01 00:00:18.523962,,16.0,-57.94,3.93,1.98,-77.0,14.0,-74.23,0.74,0.86
1970-01-01 00:00:18.613158,-58.0,17.0,-57.94,3.96,1.99,,14.0,-74.24,0.7,0.84
1970-01-01 00:00:18.684013,,17.0,-57.94,4.02,2.0,-76.0,15.0,-74.2,0.7,0.83
1970-01-01 00:00:18.763618,,17.0,-57.94,4.02,2.01,-78.0,16.0,-74.06,0.68,0.82
1970-01-01 00:00:18.851346,,17.0,-57.94,3.98,2.0,-81.0,17.0,-74.04,0.67,0.82
1970-01-01 00:00:18.934432,-56.0,18.0,-57.83,4.0,2.0,,17.0,-74.04,0.67,0.82
1970-01-01 00:00:19.025259,,18.0,-57.83,3.92,1.98,-79.0,18.0,-73.41,0.71,0.84
1970-01-01 00:00:19.125380,-55.0,18.0,-58.06,3.82,1.95,,18.0,-73.41,0.75,0.87
1970-01-01 00:00:19.205510,-58.0,19.0,-58.05,3.84,1.96,,18.0,-73.41,0.78,0.88
1970-01-01 00:00:19.295523,-56.0,20.0,-57.95,3.68,1.92,,17.0,-73.49,0.81,0.9
1970-01-01 00:00:19.376452,,20.0,-57.95,3.49,1.87,-80.0,17.0,-73.3,0.85,0.92
1970-01-01 00:00:19.466534,,20.0,-57.95,3.49,1.87,-60.0,18.0,-73.06,0.88,0.94
1970-01-01 00:00:19.556440,,20.0,-57.95,3.28,1.81,-78.0,18.0,-73.06,0.93,0.97
1970-01-01 00:00:19.637268,-57.0,20.0,-58.05,3.1,1.76,,18.0,-73.06,0.98,0.99
1970-01-01 00:00:19.718570,-55.0,20.0,-57.95,2.65,1.63,,17.0,-73.08,1.05,1.02
1970-01-01 00:00:19.807127,,20.0,-57.95,2.65,1.63,-83.0,18.0,-73.22,1.07,1.03
1970-01-01 00:00:19.898068,,20.0,-57.95,2.64,1.62,-78.0,18.0,-73.47,1.07,1.03
1970-01-01 00:00:19.987976,-56.0,21.0,-57.86,2.63,1.62,,18.0,-73.47,1.07,1.04
1970-01-01 00:00:20.078882,-60.0,22.0,-57.95,2.61,1.62,,18.0,-73.47,1.08,1.04
1970-01-01 00:00:20.169103,-59.0,23.0,-58.0,2.61,1.61,,18.0,-73.47,1.08,1.04
1970-01-01 00:00:20.258725,,23.0,-58.0,2.6,1.61,-77.0,18.0,-73.68,1.07,1.04
1970-01-01 00:00:20.348859,,23.0,-58.0,2.59,1.61,-85.0,19.0,-73.86,1.06,1.03
1970-01-01 00:00:20.449315,,23.0,-58.0,2.58,1.6,-74.0,19.0,-73.97,1.05,1.02
1970-01-01 00:00:20.539455,,23.0,-58.0,2.56,1.6,-74.0,20.0,-73.86,1.04,1.02
1970-01-01 00:00:20.630099,,23.0,-58.0,2.55,1.6,-63.0,20.0,-73.72,1.03,1.02
1970-01-01 00:00:20.720516,-56.0,24.0,-57.92,2.54,1.59,,20.0,-73.72,1.03,1.01
1970-01-01 00:00:20.811073,-55.0,25.0,-57.8,2.52,1.59,,20.0,-73.72,1.02,1.01
1970-01-01 00:00:20.901673,,25.0,-57.8,2.41,1.55,-84.0,20.0,-73.94,0.98,0.99
1970-01-01 00:00:20.991924,,25.0,-57.8,2.18,1.48,-87.0,20.0,-73.88,0.87,0.93
1970-01-01 00:00:21.081452,-59.0,25.0,-57.96,2.07,1.44,,20.0,-73.88,0.8,0.89
1970-01-01 00:00:21.171741,,25.0,-57.96,1.84,1.36,-80.0,19.0,-73.54,0.65,0.81
1970-01-01 00:00:21.282180,,24.0,-57.96,1.65,1.28,-77.0,18.0,-73.38,0.49,0.7
1970-01-01 00:00:21.372270,,24.0,-57.96,1.58,1.26,-62.0,18.0,-72.91,0.41,0.64
1970-01-01 00:00:21.462690,-57.0,25.0,-57.92,1.43,1.2,,17.0,-73.21,0.33,0.58
1970-01-01 00:00:21.553459,,24.0,-58.08,1.34,1.16,-71.0,18.0,-73.31,0.31,0.56
1970-01-01 00:00:21.643700,-58.0,25.0,-58.08,1.14,1.07,,16.0,-73.96,0.3,0.55
1970-01-01 00:00:21.734261,-54.0,25.0,-58.0,1.06,1.03,,16.0,-73.96,0.29,0.54
1970-01-01 00:00:21.834276,-56.0,26.0,-57.92,0.89,0.94,,14.0,-73.82,0.29,0.54
1970-01-01 00:00:21.934926,-82.0,26.0,-58.96,0.73,0.85,,13.0,-74.18,0.28,0.53
1970-01-01 00:00:22.035341,-59.0,27.0,-58.96,0.64,0.8,,12.0,-74.56,0.28,0.53
1970-01-01 00:00:22.121987,,27.0,-58.96,0.55,0.74,-80.0,12.0,-75.48,0.31,0.56
1970-01-01 00:00:22.215120,,26.0,-59.0,0.35,0.59,-70.0,13.0,-75.42,0.34,0.58
1970-01-01 00:00:22.325277,-60.0,27.0,-59.04,0.26,0.51,,13.0,-75.46,0.37,0.61
1970-01-01 00:00:22.425379,-59.0,27.0,-59.04,0.11,0.34,,12.0,-75.65,0.42,0.65
1970-01-01 00:00:22.537203,,26.0,-58.23,0.12,0.34,-79.0,12.0,-75.83,0.48,0.69
1970-01-01 00:00:22.647107,,26.0,-58.23,0.12,0.34,-63.0,13.0,-75.28,0.5,0.7
1970-01-01 00:00:22.746413,-54.0,25.0,-58.12,0.12,0.35,,13.0,-75.28,0.51,0.71
1970-01-01 00:00:22.846983,-53.0,26.0,-57.92,0.12,0.35,,13.0,-75.26,0.52,0.72
1970-01-01 00:00:22.957652,,26.0,-57.92,0.12,0.35,-83.0,13.0,-75.47,0.56,0.75
1970-01-01 00:00:23.057510,-58.0,26.0,-58.04,0.12,0.34,,13.0,-75.47,0.59,0.77
1970-01-01 00:00:23.168534,-59.0,27.0,-58.07,0.11,0.34,,12.0,-75.37,0.64,0.8
1970-01-01 00:00:23.268294,,27.0,-58.07,0.11,0.33,-85.0,11.0,-75.26,0.66,0.81
1970-01-01 00:00:23.398834,-60.0,26.0,-58.04,0.11,0.34,,11.0,-75.26,0.7,0.84
1970-01-01 00:00:23.519325,-59.0,27.0,-58.07,0.11,0.33,,10.0,-75.07,0.72,0.85
1970-01-01 00:00:23.629630,,26.0,-58.08,0.11,0.34,-78.0,11.0,-75.56,0.77,0.88
1970-01-01 00:00:23.739408,-57.0,27.0,-58.04,0.11,0.34,,11.0,-75.71,0.82,0.9
1970-01-01 00:00:23.849694,,27.0,-58.04,0.11,0.34,-70.0,12.0,-75.78,0.87,0.93
1970-01-01 00:00:23.969682,,26.0,-58.12,0.11,0.34,-77.0,12.0,-75.65,0.92,0.96
1970-01-01 00:00:24.080255,-60.0,27.0,-58.19,0.11,0.33,,12.0,-75.71,0.95,0.98
1970-01-01 00:00:24.190700,-61.0,27.0,-58.41,0.11,0.34,,12.0,-75.71,0.98,0.99
1970-01-01 00:00:24.301073,-60.0,26.0,-58.58,0.12,0.34,,12.0,-75.71,1.0,1.0
1970-01-01 00:00:24.431501,-59.0,27.0,-58.59,0.12,0.35,,12.0,-75.75,1.01,1.01
1970-01-01 00:00:24.551419,,27.0,-58.59,0.12,0.35,-82.0,11.0,-76.26,1.04,1.02
1970-01-01 00:00:24.661842,,26.0,-58.65,0.13,0.36,-59.0,12.0,-75.88,1.01,1.01
1970-01-01 00:00:25.112258,,23.0,-58.87,0.14,0.38,-79.0,11.0,-75.37,0.92,0.96
1970-01-01 00:00:25.222472,,22.0,-58.86,0.15,0.39,-84.0,11.0,-75.48,0.9,0.95
1970-01-01 00:00:25.332683,,22.0,-58.86,0.16,0.4,-78.0,10.0,-75.0,0.87,0.93
1970-01-01 00:00:25.453380,,22.0,-58.86,0.17,0.41,-75.0,9.0,-74.37,0.86,0.93
1970-01-01 00:00:25.573527,-58.0,23.0,-58.83,0.17,0.42,,9.0,-74.6,0.84,0.92
1970-01-01 00:00:25.691015,-60.0,24.0,-58.88,0.18,0.42,,8.0,-74.94,0.81,0.9
1970-01-01 00:00:25.800669,,23.0,-59.0,0.18,0.43,-78.0,9.0,-75.44,0.79,0.89
1970-01-01 00:00:25.920554,,22.0,-59.18,0.19,0.44,-79.0,10.0,-75.75,0.76,0.87
1970-01-01 00:00:26.044641,,22.0,-59.18,0.2,0.44,-81.0,11.0,-75.91,0.75,0.87
1970-01-01 00:00:26.164830,,21.0,-59.19,0.2,0.45,-81.0,11.0,-75.96,0.74,0.86
1970-01-01 00:00:26.285132,,21.0,-59.19,0.21,0.46,-85.0,10.0,-76.65,0.68,0.83
1970-01-01 00:00:26.406414,,21.0,-59.19,0.21,0.46,-78.0,11.0,-77.04,0.63,0.79
1970-01-01 00:00:26.533353,,20.0,-59.3,0.22,0.47,-77.0,11.0,-76.91,0.59,0.77
1970-01-01 00:00:26.646948,,19.0,-59.37,0.23,0.48,-59.0,11.0,-76.37,0.46,0.68
1970-01-01 00:00:27.850934,-56.0,12.0,-58.92,0.22,0.47,,8.0,-76.76,0.38,0.62
1970-01-01 00:00:27.956909,,12.0,-58.92,0.22,0.47,-80.0,9.0,-77.12,0.44,0.66
1970-01-01 00:00:28.077112,,11.0,-59.0,0.2,0.45,-79.0,10.0,-77.2,0.51,0.72
1970-01-01 00:00:28.187638,-59.0,11.0,-59.0,0.19,0.44,,10.0,-77.2,0.57,0.75
1970-01-01 00:00:28.297814,-58.0,12.0,-58.92,0.18,0.42,,9.0,-76.9,0.59,0.77
1970-01-01 00:00:28.407904,,11.0,-58.82,0.16,0.4,-63.0,9.0,-76.37,0.58,0.76
1970-01-01 00:00:28.518203,-57.0,12.0,-58.67,0.16,0.39,,9.0,-76.37,0.57,0.76
1970-01-01 00:00:28.628799,,11.0,-58.64,0.14,0.37,-60.0,9.0,-75.79,0.55,0.74
1970-01-01 00:00:28.739024,,11.0,-58.64,0.13,0.35,-73.0,9.0,-75.59,0.55,0.74
1970-01-01 00:00:28.850261,,10.0,-58.8,0.09,0.3,-61.0,9.0,-75.21,0.58,0.76
1970-01-01 00:00:28.959610,,10.0,-58.8,0.09,0.29,-58.0,9.0,-74.69,0.61,0.78
1970-01-01 00:00:29.089573,,9.0,-58.67,0.06,0.24,-88.0,9.0,-75.3,0.64,0.8
1970-01-01 00:00:29.239927,,8.0,-58.38,0.06,0.24,-78.0,10.0,-75.19,0.66,0.81
1970-01-01 00:00:29.359908,-60.0,8.0,-58.38,0.06,0.25,,10.0,-75.19,0.67,0.82
1970-01-01 00:00:29.481460,,7.0,-58.29,0.07,0.27,-69.0,10.0,-75.15,0.69,0.83
1970-01-01 00:00:29.601124,,7.0,-58.29,0.08,0.28,-70.0,9.0,-75.03,0.71,0.84
1970-01-01 00:00:29.721469,,7.0,-58.29,0.09,0.3,-77.0,10.0,-75.28,0.72,0.85
1970-01-01 00:00:29.840471,,7.0,-58.29,0.1,0.31,-78.0,11.0,-75.22,0.7,0.84
1970-01-01 00:00:29.950493,-62.0,8.0,-58.75,0.09,0.3,,11.0,-75.22,0.69,0.83
1970-01-01 00:00:30.110532,-58.0,9.0,-58.67,0.09,0.3,,11.0,-75.22,0.68,0.82
1970-01-01 00:00:30.180472,-61.0,10.0,-58.9,0.09,0.3,,10.0,-75.24,0.68,0.83
1970-01-01 00:00:30.240341,,10.0,-58.9,0.09,0.3,-80.0,10.0,-75.04,0.7,0.83
1970-01-01 00:00:30.310576,-60.0,11.0,-59.0,0.09,0.3,,10.0,-75.04,0.69,0.83
1970-01-01 00:00:30.361277,,11.0,-59.0,0.09,0.3,-74.0,10.0,-74.83,0.7,0.84
1970-01-01 00:00:30.421265,-59.0,12.0,-59.0,0.09,0.3,,10.0,-74.83,0.7,0.84
1970-01-01 00:00:30.481517,,12.0,-59.0,0.09,0.3,-67.0,9.0,-74.9,0.67,0.82
1970-01-01 00:00:30.542182,,12.0,-59.0,0.09,0.3,-72.0,9.0,-74.94,0.67,0.82
1970-01-01 00:00:30.602193,-58.0,12.0,-59.0,0.09,0.3,,9.0,-74.94,0.65,0.8
1970-01-01 00:00:30.662956,,12.0,-59.0,0.09,0.29,-77.0,9.0,-75.12,0.64,0.8
1970-01-01 00:00:30.722614,,11.0,-58.91,0.09,0.29,-83.0,10.0,-75.32,0.63,0.79
1970-01-01 00:00:30.782890,,11.0,-58.91,0.08,0.29,-75.0,10.0,-75.42,0.61,0.78
1970-01-01 00:00:30.841290,,11.0,-58.91,0.08,0.29,-77.0,11.0,-75.12,0.62,0.79
1970-01-01 00:00:30.904253,-59.0,12.0,-58.92,0.08,0.29,,11.0,-75.12,0.61,0.78
1970-01-01 00:00:30.964656,,12.0,-58.92,0.08,0.28,-72.0,11.0,-74.92,0.62,0.79
1970-01-01 00:00:31.025680,,12.0,-58.92,0.08,0.28,-73.0,11.0,-74.98,0.62,0.79
1970-01-01 00:00:31.094779,,12.0,-58.92,0.07,0.27,-76.0,11.0,-74.84,0.63,0.8
